1/1/1900,1
2/1/1900,1
3/1/1900,1
4/1/1900,1
5/1/1900,1
6/1/1900,1
7/1/1900,1
8/1/1900,1
9/1/1900,1
10/1/1900,1
11/1/1900,1
12/1/1900,1
1/1/1901,0
2/1/1901,0
3/1/1901,0
4/1/1901,0
5/1/1901,0
6/1/1901,0
7/1/1901,0
8/1/1901,0
9/1/1901,0
10/1/1901,0
11/1/1901,0
12/1/1901,0
1/1/1902,0
2/1/1902,0
3/1/1902,0
4/1/1902,0
5/1/1902,0
6/1/1902,0
7/1/1902,0
8/1/1902,0
9/1/1902,1
10/1/1902,1
11/1/1902,1
12/1/1902,1
1/1/1903,1
2/1/1903,1
3/1/1903,1
4/1/1903,1
5/1/1903,1
6/1/1903,1
7/1/1903,1
8/1/1903,1
9/1/1903,1
10/1/1903,1
11/1/1903,1
12/1/1903,1
1/1/1904,1
2/1/1904,1
3/1/1904,1
4/1/1904,1
5/1/1904,1
6/1/1904,1
7/1/1904,1
8/1/1904,1
9/1/1904,0
10/1/1904,0
11/1/1904,0
12/1/1904,0
1/1/1905,0
2/1/1905,0
3/1/1905,0
4/1/1905,0
5/1/1905,0
6/1/1905,0
7/1/1905,0
8/1/1905,0
9/1/1905,0
10/1/1905,0
11/1/1905,0
12/1/1905,0
1/1/1906,0
2/1/1906,0
3/1/1906,0
4/1/1906,0
5/1/1906,0
6/1/1906,0
7/1/1906,0
8/1/1906,0
9/1/1906,0
10/1/1906,0
11/1/1906,0
12/1/1906,0
1/1/1907,0
2/1/1907,0
3/1/1907,0
4/1/1907,0
5/1/1907,1
6/1/1907,1
7/1/1907,1
8/1/1907,1
9/1/1907,1
10/1/1907,1
11/1/1907,1
12/1/1907,1
1/1/1908,1
2/1/1908,1
3/1/1908,1
4/1/1908,1
5/1/1908,1
6/1/1908,1
7/1/1908,0
8/1/1908,0
9/1/1908,0
10/1/1908,0
11/1/1908,0
12/1/1908,0
1/1/1909,0
2/1/1909,0
3/1/1909,0
4/1/1909,0
5/1/1909,0
6/1/1909,0
7/1/1909,0
8/1/1909,0
9/1/1909,0
10/1/1909,0
11/1/1909,0
12/1/1909,0
1/1/1910,1
2/1/1910,1
3/1/1910,1
4/1/1910,1
5/1/1910,1
6/1/1910,1
7/1/1910,1
8/1/1910,1
9/1/1910,1
10/1/1910,1
11/1/1910,1
12/1/1910,1
1/1/1911,1
2/1/1911,1
3/1/1911,1
4/1/1911,1
5/1/1911,1
6/1/1911,1
7/1/1911,1
8/1/1911,1
9/1/1911,1
10/1/1911,1
11/1/1911,1
12/1/1911,1
1/1/1912,1
2/1/1912,0
3/1/1912,0
4/1/1912,0
5/1/1912,0
6/1/1912,0
7/1/1912,0
8/1/1912,0
9/1/1912,0
10/1/1912,0
11/1/1912,0
12/1/1912,0
1/1/1913,1
2/1/1913,1
3/1/1913,1
4/1/1913,1
5/1/1913,1
6/1/1913,1
7/1/1913,1
8/1/1913,1
9/1/1913,1
10/1/1913,1
11/1/1913,1
12/1/1913,1
1/1/1914,1
2/1/1914,1
3/1/1914,1
4/1/1914,1
