CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1974-09,Sep-74,IDX,Index,0,Units,,,98.87222
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1974-10,Oct-74,IDX,Index,0,Units,,,98.92376
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1974-11,Nov-74,IDX,Index,0,Units,,,99.048
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1974-12,Dec-74,IDX,Index,0,Units,,,99.33881
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-01,Jan-75,IDX,Index,0,Units,,,99.88663
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-02,Feb-75,IDX,Index,0,Units,,,100.4877
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-03,Mar-75,IDX,Index,0,Units,,,100.8931
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-04,Apr-75,IDX,Index,0,Units,,,100.906
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-05,May-75,IDX,Index,0,Units,,,100.6726
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-06,Jun-75,IDX,Index,0,Units,,,100.3715
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-07,Jul-75,IDX,Index,0,Units,,,100.147
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-08,Aug-75,IDX,Index,0,Units,,,100.0127
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-09,Sep-75,IDX,Index,0,Units,,,99.97561
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-10,Oct-75,IDX,Index,0,Units,,,100.0709
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-11,Nov-75,IDX,Index,0,Units,,,100.2998
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1975-12,Dec-75,IDX,Index,0,Units,,,100.6333
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-01,Jan-76,IDX,Index,0,Units,,,100.8835
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-02,Feb-76,IDX,Index,0,Units,,,100.8681
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-03,Mar-76,IDX,Index,0,Units,,,100.7578
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-04,Apr-76,IDX,Index,0,Units,,,100.6938
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-05,May-76,IDX,Index,0,Units,,,100.5982
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-06,Jun-76,IDX,Index,0,Units,,,100.538
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-07,Jul-76,IDX,Index,0,Units,,,100.5208
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-08,Aug-76,IDX,Index,0,Units,,,100.5557
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-09,Sep-76,IDX,Index,0,Units,,,100.5707
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-10,Oct-76,IDX,Index,0,Units,,,100.4769
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-11,Nov-76,IDX,Index,0,Units,,,100.2539
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1976-12,Dec-76,IDX,Index,0,Units,,,100.143
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-01,Jan-77,IDX,Index,0,Units,,,100.073
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-02,Feb-77,IDX,Index,0,Units,,,99.97015
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-03,Mar-77,IDX,Index,0,Units,,,99.9281
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-04,Apr-77,IDX,Index,0,Units,,,100.0117
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-05,May-77,IDX,Index,0,Units,,,100.0999
CSCICP03,OECD Standardised CCI Amplitude adjusted (Long term average=100) sa,AUS,Australia,M,Monthly,1977-06,Jun-77,IDX,Index,0,Units,,,100.1007
